# Generated by tools/extract-asset-index.py from the authenticated source table
# %N references are canonical English identifiers, resolved at generation time
# kind	version	archive	path	arg1	arg2	arg3	arg4
W	6	5000	orc/units/deathwing/acknowledgement/1	344	0	0	0
W	6	5000	orc/units/deathwing/acknowledgement/2	345	0	0	0
W	6	5000	orc/units/deathwing/acknowledgement/3	346	0	0	0
W	6	5000	orc/units/dentarg/annoyed/1	347	0	0	0
W	6	5000	orc/units/dentarg/annoyed/2	348	0	0	0
W	6	5000	orc/units/dentarg/annoyed/3	349	0	0	0
W	6	5000	orc/units/dentarg/selected/1	350	0	0	0
W	6	5000	orc/units/dentarg/selected/2	351	0	0	0
W	6	5000	orc/units/dentarg/selected/3	352	0	0	0
W	6	5000	orc/units/dentarg/acknowledgement/1	353	0	0	0
W	6	5000	orc/units/dentarg/acknowledgement/2	354	0	0	0
W	6	5000	orc/units/dentarg/acknowledgement/3	355	0	0	0
W	6	5000	orc/units/grom_hellscream/annoyed/1	356	0	0	0
W	6	5000	orc/units/grom_hellscream/annoyed/2	357	0	0	0
W	6	5000	orc/units/grom_hellscream/annoyed/3	358	0	0	0
W	6	5000	orc/units/grom_hellscream/selected/1	359	0	0	0
W	6	5000	orc/units/grom_hellscream/selected/2	360	0	0	0
W	6	5000	orc/units/grom_hellscream/selected/3	361	0	0	0
W	6	5000	orc/units/grom_hellscream/acknowledgement/1	362	0	0	0
W	6	5000	orc/units/grom_hellscream/acknowledgement/2	363	0	0	0
W	6	5000	orc/units/grom_hellscream/acknowledgement/3	364	0	0	0
W	6	5000	orc/units/korgath_bladefist/annoyed/1	365	0	0	0
W	6	5000	orc/units/korgath_bladefist/annoyed/2	366	0	0	0
W	6	5000	orc/units/korgath_bladefist/annoyed/3	367	0	0	0
W	6	5000	orc/units/korgath_bladefist/selected/1	368	0	0	0
W	6	5000	orc/units/korgath_bladefist/selected/2	369	0	0	0
W	6	5000	orc/units/korgath_bladefist/selected/3	370	0	0	0
W	6	5000	orc/units/korgath_bladefist/acknowledgement/1	371	0	0	0
W	6	5000	orc/units/korgath_bladefist/acknowledgement/2	372	0	0	0
W	6	5000	orc/units/korgath_bladefist/acknowledgement/3	373	0	0	0
W	6	5000	orc/units/teron_gorefiend/annoyed/1	374	0	0	0
W	6	5000	orc/units/teron_gorefiend/annoyed/2	375	0	0	0
W	6	5000	orc/units/teron_gorefiend/annoyed/3	376	0	0	0
W	6	5000	orc/units/teron_gorefiend/selected/1	377	0	0	0
W	6	5000	orc/units/teron_gorefiend/selected/2	378	0	0	0
W	6	5000	orc/units/teron_gorefiend/selected/3	379	0	0	0
W	6	5000	orc/units/teron_gorefiend/acknowledgement/1	380	0	0	0
W	6	5000	orc/units/teron_gorefiend/acknowledgement/2	381	0	0	0
W	6	5000	orc/units/teron_gorefiend/acknowledgement/3	382	0	0	0
W	6	5000	neutral/units/warthog/selected/1	383	0	0	0
W	6	5000	neutral/units/warthog/annoyed/1	384	0	0	0
D	0	3000	ui/human/widgets	27	0	0	0
D	0	3000	ui/orc/widgets	27	1	0	0
U	0	3000	ui/buttons_1	14	0	0	0
U	0	3000	ui/buttons_2	14	1	0	0
I	0	3000	ui/cd-icon	14	2	0	0
I	0	3000	ui/human/panel_1	14	3	0	0
I	0	3000	ui/orc/panel_1	14	4	0	0
I	0	3000	ui/human/panel_2	14	5	0	0
I	0	3000	ui/orc/panel_2	14	6	0	0
I	0	3000	ui/human/panel_3	14	7	0	0
I	0	3000	ui/orc/panel_3	14	8	0	0
I	0	3000	ui/human/panel_4	14	9	0	0
I	0	3000	ui/orc/panel_4	14	10	0	0
I	0	3000	ui/human/panel_5	14	11	0	0
I	0	3000	ui/orc/panel_5	14	12	0	0
I	0	3000	ui/Menu_background_with_title	14	13	0	0
I	0	3000	ui/Menu_background_without_title	16	15	0	0
I	0	3000	../campaigns/human/interface/Act_I_-_Shores_of_Lordareon	17	19	0	0
I	0	3000	../campaigns/orc/interface/Act_I_-_Seas_of_Blood	17	20	0	0
I	0	3000	../campaigns/human/interface/Act_II_-_Khaz_Modan	17	21	0	0
I	0	3000	../campaigns/orc/interface/Act_II_-_Khaz_Modan	17	22	0	0
I	0	3000	../campaigns/human/interface/Act_III_-_The_Northlands	17	23	0	0
I	0	3000	../campaigns/orc/interface/Act_III_-_Quel'Thalas	17	24	0	0
I	0	3000	../campaigns/human/interface/Act_IV_-_Return_to_Azeroth	17	25	0	0
I	0	3000	../campaigns/orc/interface/Act_IV_-_Tides_of_Darkness	17	26	0	0
I	0	3000	ui/human/The_End	27	29	0	0
I	0	3000	ui/orc/Smashing_of_Lordaeron_scroll	32	30	0	0
I	2	3000	ui/Patch	14	91	0	0
I	2	3000	ui/Credits_for_extension_background	93	94	0	0
I	2	3000	../campaigns/human-exp/interface/Act_I_-_A_Time_for_Heroes	17	96	0	0
I	2	3000	../campaigns/orc-exp/interface/Act_I_-_Draenor,_the_Red_World	17	97	0	0
I	2	3000	../campaigns/human-exp/interface/Act_II_-_Draenor,_the_Red_World	17	98	0	0
I	2	3000	../campaigns/orc-exp/interface/Act_II_-_The_Burning_of_Azeroth	17	99	0	0
I	2	3000	../campaigns/human-exp/interface/Act_III_-_War_in_the_Shadows	17	100	0	0
I	2	3000	../campaigns/orc-exp/interface/Act_III_-_The_Great_Sea	17	101	0	0
I	2	3000	../campaigns/human-exp/interface/Act_IV_-_The_Measure_of_Valor	17	102	0	0
I	2	3000	../campaigns/orc-exp/interface/Act_IV_-_Prelude_to_New_Worlds	17	103	0	0
W	0	2000	../campaigns/human/victory	2	0	0	0
W	0	2000	../campaigns/orc/victory	3	0	0	0
W	0	2000	../campaigns/human/level01h-intro1	4	0	0	0
W	0	2000	../campaigns/human/level01h-intro2	5	0	0	0
W	0	2000	../campaigns/human/level02h-intro1	6	0	0	0
W	0	2000	../campaigns/human/level02h-intro2	7	0	0	0
W	0	2000	../campaigns/human/level03h-intro1	8	0	0	0
W	0	2000	../campaigns/human/level03h-intro2	9	0	0	0
W	0	2000	../campaigns/human/level04h-intro1	10	0	0	0
W	0	2000	../campaigns/human/level04h-intro2	11	0	0	0
W	0	2000	../campaigns/human/level05h-intro1	12	0	0	0
W	0	2000	../campaigns/human/level05h-intro2	13	0	0	0
W	0	2000	../campaigns/human/level06h-intro1	14	0	0	0
W	0	2000	../campaigns/human/level07h-intro1	15	0	0	0
W	0	2000	../campaigns/human/level07h-intro2	16	0	0	0
W	0	2000	../campaigns/human/level08h-intro1	17	0	0	0
W	0	2000	../campaigns/human/level08h-intro2	18	0	0	0
W	0	2000	../campaigns/human/level09h-intro1	19	0	0	0
W	0	2000	../campaigns/human/level10h-intro1	20	0	0	0
W	0	2000	../campaigns/human/level11h-intro1	21	0	0	0
W	0	2000	../campaigns/human/level11h-intro2	22	0	0	0
W	0	2000	../campaigns/human/level12h-intro1	23	0	0	0
W	0	2000	../campaigns/human/level13h-intro1	24	0	0	0
W	0	2000	../campaigns/human/level13h-intro2	25	0	0	0
W	0	2000	../campaigns/human/level14h-intro1	26	0	0	0
W	0	2000	../campaigns/orc/level01o-intro1	27	0	0	0
W	0	2000	../campaigns/orc/level02o-intro1	28	0	0	0
W	0	2000	../campaigns/orc/level03o-intro1	29	0	0	0
W	0	2000	../campaigns/orc/level03o-intro2	30	0	0	0
W	0	2000	../campaigns/orc/level04o-intro1	31	0	0	0
W	0	2000	../campaigns/orc/level05o-intro1	32	0	0	0
W	0	2000	../campaigns/orc/level06o-intro1	33	0	0	0
W	0	2000	../campaigns/orc/level07o-intro1	34	0	0	0
W	0	2000	../campaigns/orc/level07o-intro2	35	0	0	0
W	0	2000	../campaigns/orc/level08o-intro1	36	0	0	0
W	0	2000	../campaigns/orc/level09o-intro1	37	0	0	0
W	0	2000	../campaigns/orc/level10o-intro1	38	0	0	0
W	0	2000	../campaigns/orc/level11o-intro1	39	0	0	0
W	0	2000	../campaigns/orc/level11o-intro2	40	0	0	0
W	0	2000	../campaigns/orc/level12o-intro1	41	0	0	0
W	0	2000	../campaigns/orc/level12o-intro2	42	0	0	0
W	0	2000	../campaigns/orc/level13o-intro1	43	0	0	0
W	0	2000	../campaigns/orc/level13o-intro2	44	0	0	0
W	0	2000	../campaigns/orc/level14o-intro1	45	0	0	0
W	2	2000	../campaigns/human-exp/victory-1	50	0	0	0
W	2	2000	../campaigns/human-exp/victory-2	51	0	0	0
W	2	2000	../campaigns/orc-exp/victory-1	52	0	0	0
W	2	2000	../campaigns/orc-exp/victory-2	53	0	0	0
W	2	2000	../campaigns/orc-exp/victory-3	54	0	0	0
W	2	2000	../campaigns/human-exp/levelx01h-intro1	55	0	0	0
W	2	2000	../campaigns/human-exp/levelx01h-intro2	56	0	0	0
W	2	2000	../campaigns/human-exp/levelx02h-intro1	57	0	0	0
W	2	2000	../campaigns/human-exp/levelx02h-intro2	58	0	0	0
W	2	2000	../campaigns/human-exp/levelx03h-intro1	59	0	0	0
W	2	2000	../campaigns/human-exp/levelx03h-intro2	60	0	0	0
W	2	2000	../campaigns/human-exp/levelx04h-intro1	61	0	0	0
W	2	2000	../campaigns/human-exp/levelx04h-intro2	62	0	0	0
W	2	2000	../campaigns/human-exp/levelx04h-intro3	63	0	0	0
W	2	2000	../campaigns/human-exp/levelx05h-intro1	64	0	0	0
W	2	2000	../campaigns/human-exp/levelx05h-intro2	65	0	0	0
W	2	2000	../campaigns/human-exp/levelx06h-intro1	66	0	0	0
W	2	2000	../campaigns/human-exp/levelx06h-intro2	67	0	0	0
W	2	2000	../campaigns/human-exp/levelx06h-intro3	68	0	0	0
W	2	2000	../campaigns/human-exp/levelx07h-intro1	69	0	0	0
W	2	2000	../campaigns/human-exp/levelx07h-intro2	70	0	0	0
W	2	2000	../campaigns/human-exp/levelx07h-intro3	71	0	0	0
W	2	2000	../campaigns/human-exp/levelx08h-intro1	72	0	0	0
W	2	2000	../campaigns/human-exp/levelx08h-intro2	73	0	0	0
W	2	2000	../campaigns/human-exp/levelx09h-intro1	74	0	0	0
W	2	2000	../campaigns/human-exp/levelx09h-intro2	75	0	0	0
W	2	2000	../campaigns/human-exp/levelx10h-intro1	76	0	0	0
W	2	2000	../campaigns/human-exp/levelx10h-intro2	77	0	0	0
W	2	2000	../campaigns/human-exp/levelx10h-intro3	78	0	0	0
W	2	2000	../campaigns/human-exp/levelx11h-intro1	79	0	0	0
W	2	2000	../campaigns/human-exp/levelx11h-intro2	80	0	0	0
W	2	2000	../campaigns/human-exp/levelx12h-intro1	81	0	0	0
W	2	2000	../campaigns/human-exp/levelx12h-intro2	82	0	0	0
W	2	2000	../campaigns/orc-exp/levelx01o-intro1	83	0	0	0
W	2	2000	../campaigns/orc-exp/levelx01o-intro2	84	0	0	0
W	2	2000	../campaigns/orc-exp/levelx01o-intro3	85	0	0	0
W	2	2000	../campaigns/orc-exp/levelx02o-intro1	86	0	0	0
W	2	2000	../campaigns/orc-exp/levelx02o-intro2	87	0	0	0
W	2	2000	../campaigns/orc-exp/levelx03o-intro1	88	0	0	0
W	2	2000	../campaigns/orc-exp/levelx03o-intro2	89	0	0	0
W	2	2000	../campaigns/orc-exp/levelx04o-intro1	90	0	0	0
W	2	2000	../campaigns/orc-exp/levelx04o-intro2	91	0	0	0
W	2	2000	../campaigns/orc-exp/levelx05o-intro1	92	0	0	0
W	2	2000	../campaigns/orc-exp/levelx05o-intro2	93	0	0	0
W	2	2000	../campaigns/orc-exp/levelx06o-intro1	94	0	0	0
W	2	2000	../campaigns/orc-exp/levelx06o-intro2	95	0	0	0
W	2	2000	../campaigns/orc-exp/levelx07o-intro1	96	0	0	0
W	2	2000	../campaigns/orc-exp/levelx07o-intro2	97	0	0	0
W	2	2000	../campaigns/orc-exp/levelx07o-intro3	98	0	0	0
W	2	2000	../campaigns/orc-exp/levelx08o-intro1	99	0	0	0
W	2	2000	../campaigns/orc-exp/levelx09o-intro1	100	0	0	0
W	2	2000	../campaigns/orc-exp/levelx09o-intro2	101	0	0	0
W	2	2000	../campaigns/orc-exp/levelx10o-intro1	102	0	0	0
W	2	2000	../campaigns/orc-exp/levelx10o-intro2	103	0	0	0
W	2	2000	../campaigns/orc-exp/levelx10o-intro3	104	0	0	0
W	2	2000	../campaigns/orc-exp/levelx11o-intro1	105	0	0	0
W	2	2000	../campaigns/orc-exp/levelx11o-intro2	106	0	0	0
W	2	2000	../campaigns/orc-exp/levelx12o-intro1	107	0	0	0
W	2	2000	../campaigns/orc-exp/levelx12o-intro2	108	0	0	0
W	2	2000	../campaigns/orc-exp/levelx12o-intro3	109	0	0	0
V	4	6000	videos/orc-1	0	0	0	0
V	4	6000	videos/orc-3	2	0	0	0
V	4	6000	videos/human-4	4	0	0	0
V	4	6000	videos/gameintro	6	0	0	0
V	4	6000	videos/orc-4	9	0	0	0
V	4	6000	videos/human-3	10	0	0	0
V	4	6000	videos/human-1	11	0	0	0
V	4	6000	videos/orc-2	12	0	0	0
V	4	6000	videos/human-2	14	0	0	0
V	6	6000	videos/exp-1	16	0	0	0
V	6	6000	videos/human-exp-2	17	0	0	0
V	6	6000	videos/orc-exp-2	18	0	0	0
